<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2010.03.09	04:00:00	1120.93	1123.10	1119.72	1120.65	3748	0	0
2010.03.09	08:00:00	1120.70	1123.98	1114.92	1116.50	6681	0	0
2010.03.09	12:00:00	1116.43	1118.10	1108.45	1115.52	8419	0	0
2010.03.09	16:00:00	1115.50	1124.28	1114.75	1120.40	9162	0	0
2010.03.09	20:00:00	1120.43	1122.03	1118.10	1121.53	3013	0	0
2010.03.10	00:00:00	1122.25	1122.57	1120.54	1122.57	3433	0	0
2010.03.10	04:00:00	1122.58	1126.88	1122.12	1124.47	3214	0	0
2010.03.10	08:00:00	1124.48	1127.15	1121.95	1126.58	5681	0	0
2010.03.10	12:00:00	1126.57	1127.80	1119.33	1119.78	7520	0	0
2010.03.10	16:00:00	1119.75	1127.52	1103.47	1106.98	12079	0	0
2010.03.10	20:00:00	1107.00	1111.13	1105.03	1108.25	3822	0	0
2010.03.11	00:00:00	1109.07	1111.62	1107.52	1108.92	3398	0	0
2010.03.11	04:00:00	1108.95	1109.90	1107.24	1109.50	3742	0	0
2010.03.11	08:00:00	1109.48	1109.48	1104.72	1105.68	5940	0	0
2010.03.11	12:00:00	1105.74	1110.03	1100.45	1103.93	10410	0	0
2010.03.11	16:00:00	1103.91	1109.30	1102.38	1108.23	15482	0	0
2010.03.11	20:00:00	1108.21	1109.54	1106.25	1109.35	5746	0	0
2010.03.12	00:00:00	1111.34	1111.51	1108.42	1109.25	5126	0	0
2010.03.12	04:00:00	1109.26	1113.51	1109.26	1113.51	5899	0	0
2010.03.12	08:00:00	1113.52	1119.10	1111.35	1117.24	9289	0	0
2010.03.12	12:00:00	1117.23	1118.92	1107.29	1109.72	12636	0	0
2010.03.12	16:00:00	1109.67	1110.43	1098.45	1101.23	16737	0	0
2010.03.12	20:00:00	1101.29	1102.99	1101.28	1101.49	4978	0	0
2010.03.15	00:00:00	1104.22	1104.95	1102.66	1104.54	3619	0	0
2010.03.15	04:00:00	1104.57	1106.57	1104.07	1106.57	4428	0	0
2010.03.15	08:00:00	1106.51	1106.58	1102.46	1104.10	8356	0	0
2010.03.15	12:00:00	1104.04	1108.36	1102.96	1104.61	14750	0	0
2010.03.15	16:00:00	1104.67	1106.80	1101.24	1106.49	13232	0	0
2010.03.15	20:00:00	1106.53	1109.70	1106.10	1108.75	3760	0	0
2010.03.16	00:00:00	1108.88	1109.95	1108.19	1109.51	4385	0	0
2010.03.16	04:00:00	1109.50	1113.49	1109.04	1112.54	6813	0	0
2010.03.16	08:00:00	1112.52	1114.77	1110.19	1113.71	10105	0	0
2010.03.16	12:00:00	1113.72	1126.22	1112.34	1124.49	11279	0	0
2010.03.16	16:00:00	1124.55	1127.20	1120.45	1125.17	14130	0	0
2010.03.16	20:00:00	1125.20	1128.43	1124.28	1125.70	4787	0	0
2010.03.17	00:00:00	1126.70	1127.65	1126.48	1127.27	2886	0	0
2010.03.17	04:00:00	1127.23	1129.76	1126.50	1129.42	4845	0	0
2010.03.17	08:00:00	1129.57	1132.97	1128.39	1131.64	9736	0	0
2010.03.17	12:00:00	1131.70	1132.43	1122.00	1122.89	12774	0	0
2010.03.17	16:00:00	1122.88	1125.58	1120.96	1121.87	11884	0	0
