<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2010.03.29	04:00:00	124.390	124.670	124.322	124.568	7940	0	25
2010.03.29	08:00:00	124.570	125.062	124.433	124.699	13538	0	24
2010.03.29	12:00:00	124.697	124.816	124.313	124.492	12698	0	24
2010.03.29	16:00:00	124.501	124.877	124.372	124.600	10867	0	24
2010.03.29	20:00:00	124.601	124.712	124.500	124.703	5304	0	23
2010.03.30	00:00:00	124.699	124.744	124.168	124.395	7176	0	25
2010.03.30	04:00:00	124.392	124.811	124.190	124.787	7554	0	25
2010.03.30	08:00:00	124.791	125.452	124.447	124.637	14889	0	24
2010.03.30	12:00:00	124.635	125.097	124.587	124.899	11462	0	24
2010.03.30	16:00:00	124.902	125.028	124.300	124.448	12527	0	23
2010.03.30	20:00:00	124.450	124.602	124.397	124.506	6335	0	24
2010.03.31	00:00:00	124.505	125.103	124.430	124.977	10772	0	25
2010.03.31	04:00:00	124.982	125.310	124.884	125.034	9962	0	25
2010.03.31	08:00:00	125.036	125.852	124.871	125.711	13297	0	24
2010.03.31	12:00:00	125.715	125.971	125.250	125.523	15504	0	24
2010.03.31	16:00:00	125.524	126.546	125.520	126.373	15236	0	23
2010.03.31	20:00:00	126.371	126.469	126.193	126.212	6921	0	24
2010.04.01	00:00:00	126.205	126.610	126.016	126.038	9448	0	25
2010.04.01	04:00:00	126.041	126.378	125.998	126.361	7430	0	24
